year,state,state_po,county,fips,office,candidate,party,candidatevotes,totalvotes,version
2000,Georgia,GA,Atkinson,13003,President,Al Gore,democrat,821,2071,20191203
2000,Georgia,GA,Bacon,13005,President,Al Gore,democrat,956,2995,20191203
2000,Georgia,GA,Baker,13007,President,Al Gore,democrat,893,1519,20191203
2000,Georgia,GA,Baldwin,13009,President,George W. Bush,republican,6041,12126,20191203
2000,Georgia,GA,Banks,13011,President,Other,NA,97,4533,20191203
2000,Georgia,GA,Barrow,13013,President,George W. Bush,republican,7925,12102,20191203
2000,Georgia,GA,Bartow,13015,President,Al Gore,democrat,7508,22781,20191203
2000,Georgia,GA,Ben Hill,13017,President,Other,NA,46,4661,20191203
2000,Georgia,GA,Berrien,13019,President,Other,NA,52,4410,20191203
2000,Georgia,GA,Bibb,13021,President,Other,NA,461,49776,20191203
2000,Georgia,GA,Bleckley,13023,President,Other,NA,39,3749,20191203
2000,Georgia,GA,Brantley,13025,President,Other,NA,71,4566,20191203
2000,Georgia,GA,Brooks,13027,President,Other,NA,37,4551,20191203
2000,Georgia,GA,Bryan,13029,President,Other,NA,52,7059,20191203
2000,Georgia,GA,Bulloch,13031,President,Other,NA,94,14782,20191203
2000,Georgia,GA,Burke,13033,President,Ralph Nader,green,7,7135,20191203
2000,Georgia,GA,Butts,13035,President,Ralph Nader,green,8,5635,20191203
2000,Georgia,GA,Calhoun,13037,President,George W. Bush,republican,768,1887,20191203
2000,Georgia,GA,Camden,13039,President,George W. Bush,republican,6371,10119,20191203
2000,Georgia,GA,Candler,13043,President,Other,NA,26,2722,20191203
2000,Georgia,GA,Carroll,13045,President,Al Gore,democrat,8752,25741,20191203
2000,Georgia,GA,Catoosa,13047,President,Ralph Nader,green,66,17721,20191203
2000,Georgia,GA,Charlton,13049,President,Ralph Nader,green,5,2816,20191203
2000,Georgia,GA,Chatham,13051,President,Ralph Nader,green,596,76475,20191203
2000,Georgia,GA,Chattahoochee,13053,President,Al Gore,democrat,600,1207,20191203
2000,Georgia,GA,Chattooga,13055,President,Ralph Nader,green,5,6477,20191203
2000,Georgia,GA,Cherokee,13057,President,George W. Bush,republican,38033,52348,20191203
2000,Georgia,GA,Clarke,13059,President,Other,NA,640,28904,20191203
2000,Georgia,GA,Clay,13061,President,Al Gore,democrat,821,1277,20191203
2000,Georgia,GA,Clayton,13063,President,Al Gore,democrat,40042,61402,20191203
2000,Georgia,GA,Clinch,13065,President,Al Gore,democrat,816,1929,20191203
2000,Georgia,GA,Cobb,13067,President,Al Gore,democrat,86676,235027,20191203
2000,Georgia,GA,Coffee,13069,President,Ralph Nader,green,8,9430,20191203
2000,Georgia,GA,Colquitt,13071,President,Other,NA,81,9972,20191203
2000,Georgia,GA,Columbia,13073,President,Al Gore,democrat,8969,36008,20191203
2000,Georgia,GA,Cook,13075,President,Ralph Nader,green,3,3944,20191203
2000,Georgia,GA,Coweta,13077,President,Al Gore,democrat,9056,31226,20191203
2000,Georgia,GA,Crawford,13079,President,Other,NA,62,3567,20191203
2000,Georgia,GA,Crisp,13081,President,Other,NA,55,5609,20191203
2000,Georgia,GA,Dade,13083,President,Other,NA,75,5049,20191203
2000,Georgia,GA,Dawson,13085,President,George W. Bush,republican,4210,5898,20191203
2000,Georgia,GA,Decatur,13087,President,Other,NA,50,7648,20191203
2000,Georgia,GA,DeKalb,13089,President,George W. Bush,republican,58807,219980,20191203
2000,Georgia,GA,Dodge,13091,President,Other,NA,78,5877,20191203
2000,Georgia,GA,Dooly,13093,President,Other,NA,31,3520,20191203
2000,Georgia,GA,Dougherty,13095,President,Other,NA,98,29064,20191203
2000,Georgia,GA,Douglas,13097,President,Other,NA,747,30964,20191203
2000,Georgia,GA,Early,13099,President,Ralph Nader,green,4,3585,20191203
2000,Georgia,GA,Echols,13101,President,George W. Bush,republican,614,898,20191203
2000,Georgia,GA,Effingham,13103,President,Other,NA,79,10650,20191203
2000,Georgia,GA,Elbert,13105,President,Other,NA,50,5853,20191203
2000,Georgia,GA,Emanuel,13107,President,Other,NA,84,6263,20191203
2000,Georgia,GA,Evans,13109,President,Other,NA,20,3080,20191203
2000,Georgia,GA,Fannin,13111,President,George W. Bush,republican,5463,8390,20191203
2000,Georgia,GA,Fayette,13113,President,Other,NA,940,42449,20191203
2000,Georgia,GA,Floyd,13115,President,Other,NA,349,26825,20191203
2000,Georgia,GA,Forsyth,13117,President,Al Gore,democrat,6694,35755,20191203
2000,Georgia,GA,Franklin,13119,President,Other,NA,63,5762,20191203
2000,Georgia,GA,Fulton,13121,President,Other,NA,5039,263212,20191203
2000,Georgia,GA,Gilmer,13123,President,George W. Bush,republican,4941,7370,20191203
2000,Georgia,GA,Glascock,13125,President,Other,NA,8,1020,20191203
2000,Georgia,GA,Glynn,13127,President,Al Gore,democrat,7778,22384,20191203
2000,Georgia,GA,Gordon,13129,President,George W. Bush,republican,7944,12205,20191203
2000,Georgia,GA,Grady,13131,President,Other,NA,70,6703,20191203
2000,Georgia,GA,Greene,13133,President,Other,NA,67,5197,20191203
2000,Georgia,GA,Gwinnett,13135,President,Other,NA,6623,191111,20191203
2000,Georgia,GA,Habersham,13137,President,George W. Bush,republican,6964,9691,20191203
2000,Georgia,GA,Hall,13139,President,Other,NA,860,38150,20191203
2000,Georgia,GA,Hancock,13141,President,George W. Bush,republican,662,3086,20191203
2000,Georgia,GA,Haralson,13143,President,George W. Bush,republican,5153,8167,20191203
2000,Georgia,GA,Harris,13145,President,Other,NA,76,8562,20191203
2000,Georgia,GA,Hart,13147,President,Other,NA,81,7536,20191203
2000,Georgia,GA,Heard,13149,President,Ralph Nader,green,9,3198,20191203
2000,Georgia,GA,Henry,13151,President,Ralph Nader,green,46,38867,20191203
2000,Georgia,GA,Houston,13153,President,Ralph Nader,green,89,36988,20191203
2000,Georgia,GA,Irwin,13155,President,Ralph Nader,green,3,2852,20191203
2000,Georgia,GA,Jackson,13157,President,George W. Bush,republican,7878,11635,20191203
2000,Georgia,GA,Jasper,13159,President,Other,NA,85,3943,20191203
2000,Georgia,GA,Jeff Davis,13161,President,Other,NA,43,4221,20191203
2000,Georgia,GA,Jefferson,13163,President,Other,NA,32,5566,20191203
2000,Georgia,GA,Jenkins,13165,President,Ralph Nader,green,5,2593,20191203
2000,Georgia,GA,Johnson,13167,President,Other,NA,20,2883,20191203
2000,Georgia,GA,Jones,13169,President,Other,NA,92,8068,20191203
2000,Georgia,GA,Lamar,13171,President,George W. Bush,republican,2912,5230,20191203
2000,Georgia,GA,Lanier,13173,President,Al Gore,democrat,832,1904,20191203
2000,Georgia,GA,Laurens,13175,President,George W. Bush,republican,8133,14036,20191203
2000,Georgia,GA,Lee,13177,President,Ralph Nader,green,9,7884,20191203
2000,Georgia,GA,Liberty,13179,President,Al Gore,democrat,5347,9972,20191203
2000,Georgia,GA,Lincoln,13181,President,Other,NA,21,3103,20191203
2000,Georgia,GA,Long,13183,President,Al Gore,democrat,975,2314,20191203
2000,Georgia,GA,Lowndes,13185,President,Ralph Nader,green,188,25432,20191203
2000,Georgia,GA,Lumpkin,13187,President,George W. Bush,republican,4427,6750,20191203
2000,Georgia,GA,McDuffie,13189,President,Ralph Nader,green,6,6550,20191203
2000,Georgia,GA,McIntosh,13191,President,Ralph Nader,green,4,3837,20191203
2000,Georgia,GA,Macon,13193,President,Ralph Nader,green,3,4355,20191203
2000,Georgia,GA,Madison,13195,President,George W. Bush,republican,5529,7993,20191203
2000,Georgia,GA,Marion,13197,President,Al Gore,democrat,982,2184,20191203
2000,Georgia,GA,Meriwether,13199,President,Other,NA,93,6709,20191203
2000,Georgia,GA,Miller,13201,President,Al Gore,democrat,783,2150,20191203
2000,Georgia,GA,Mitchell,13205,President,Ralph Nader,green,5,5799,20191203
2000,Georgia,GA,Monroe,13207,President,George W. Bush,republican,4561,7541,20191203
2000,Georgia,GA,Montgomery,13209,President,Ralph Nader,green,8,2509,20191203
2000,Georgia,GA,Morgan,13211,President,George W. Bush,republican,3524,5902,20191203
2000,Georgia,GA,Murray,13213,President,George W. Bush,republican,5539,8372,20191203
2000,Georgia,GA,Muscogee,13215,President,Al Gore,democrat,28193,52163,20191203
2000,Georgia,GA,Newton,13217,President,Al Gore,democrat,6703,18375,20191203
2000,Georgia,GA,Oconee,13219,President,George W. Bush,republican,7611,11168,20191203
2000,Georgia,GA,Oglethorpe,13221,President,Other,NA,91,4385,20191203
2000,Georgia,GA,Paulding,13223,President,Al Gore,democrat,6743,24260,20191203
2000,Georgia,GA,Peach,13225,President,Other,NA,69,7137,20191203
2000,Georgia,GA,Pickens,13227,President,Ralph Nader,green,9,8201,20191203
2000,Georgia,GA,Pierce,13229,President,George W. Bush,republican,3348,4681,20191203
2000,Georgia,GA,Pike,13231,President,George W. Bush,republican,3358,4885,20191203
2000,Georgia,GA,Polk,13233,President,George W. Bush,republican,5841,10116,20191203
2000,Georgia,GA,Pulaski,13235,President,Other,NA,32,3346,20191203
2000,Georgia,GA,Putnam,13237,President,Other,NA,71,6299,20191203
2000,Georgia,GA,Quitman,13239,President,Al Gore,democrat,542,904,20191203
2000,Georgia,GA,Rabun,13241,President,Other,NA,83,5341,20191203
2000,Georgia,GA,Randolph,13243,President,Other,NA,14,2569,20191203
2000,Georgia,GA,Troup,13285,President,Ralph Nader,green,80,17804,20191203
2000,Georgia,GA,Richmond,13245,President,Other,NA,465,57538,20191203
2000,Georgia,GA,Rockdale,13247,President,Al Gore,democrat,8295,24649,20191203
2000,Georgia,GA,Schley,13249,President,Other,NA,9,1176,20191203
2000,Georgia,GA,Screven,13251,President,Ralph Nader,green,3,4719,20191203
2000,Georgia,GA,Seminole,13253,President,Other,NA,27,2877,20191203
2000,Georgia,GA,Spalding,13255,President,George W. Bush,republican,9271,15391,20191203
2000,Georgia,GA,Stephens,13257,President,Ralph Nader,green,9,8376,20191203
2000,Georgia,GA,Stewart,13259,President,George W. Bush,republican,675,1954,20191203
2000,Georgia,GA,Sumter,13261,President,Other,NA,62,9697,20191203
2000,Georgia,GA,Talbot,13263,President,George W. Bush,republican,844,2531,20191203
2000,Georgia,GA,Taliaferro,13265,President,Al Gore,democrat,556,832,20191203
2000,Georgia,GA,Tattnall,13267,President,Other,NA,49,5610,20191203
2000,Georgia,GA,Taylor,13269,President,Other,NA,26,2780,20191203
2000,Georgia,GA,Telfair,13271,President,Other,NA,22,3493,20191203
2000,Georgia,GA,Terrell,13273,President,Other,NA,23,3113,20191203
2000,Georgia,GA,Thomas,13275,President,George W. Bush,republican,7093,12058,20191203
2000,Georgia,GA,Tift,13277,President,Other,NA,81,10328,20191203
2000,Georgia,GA,Toombs,13279,President,Other,NA,67,7210,20191203
2000,Georgia,GA,Towns,13281,President,Other,NA,66,4497,20191203
2000,Georgia,GA,Treutlen,13283,President,Al Gore,democrat,879,1963,20191203
2000,Georgia,GA,Turner,13287,President,Other,NA,27,2456,20191203
2000,Georgia,GA,Twiggs,13289,President,Other,NA,64,3615,20191203
2000,Georgia,GA,Union,13291,President,Ralph Nader,green,54,6956,20191203
2000,Georgia,GA,Upson,13293,President,Other,NA,93,8282,20191203
2000,Georgia,GA,Walker,13295,President,Al Gore,democrat,6341,18895,20191203
2000,Georgia,GA,Walton,13297,President,Other,NA,595,19083,20191203
2000,Georgia,GA,Ware,13299,President,George W. Bush,republican,6099,9628,20191203
2000,Georgia,GA,Warren,13301,President,George W. Bush,republican,933,2145,20191203
2000,Georgia,GA,Washington,13303,President,Ralph Nader,green,7,6691,20191203
2000,Georgia,GA,Wayne,13305,President,George W. Bush,republican,5219,8004,20191203
2000,Georgia,GA,Webster,13307,President,Other,NA,8,909,20191203
2000,Georgia,GA,Wheeler,13309,President,George W. Bush,republican,813,1575,20191203
2000,Georgia,GA,White,13311,President,George W. Bush,republican,4857,7043,20191203
2000,Georgia,GA,Whitfield,13313,President,Al Gore,democrat,7034,23302,20191203
2000,Georgia,GA,Wilcox,13315,President,Al Gore,democrat,962,2365,20191203
2000,Georgia,GA,Wilkes,13317,President,Ralph Nader,green,8,4026,20191203
2000,Georgia,GA,Wilkinson,13319,President,Other,NA,53,3740,20191203
2000,Georgia,GA,Worth,13321,President,Ralph Nader,green,8,6061,20191203
2000,Hawaii,HI,Hawaii,15001,President,Other,NA,536,50860,20191203
2000,Hawaii,HI,Honolulu,15003,President,Other,NA,2025,255990,20191203
2000,Hawaii,HI,Kauai,15007,President,George W. Bush,republican,6583,21773,20191203
2000,Hawaii,HI,Maui,15009,President,Other,NA,389,39248,20191203
2000,Idaho,ID,Ada,16001,President,George W. Bush,republican,75050,123485,20191203
2000,Idaho,ID,Adams,16003,President,Other,NA,56,1909,20191203
2000,Idaho,ID,Bannock,16005,President,Ralph Nader,green,920,30852,20191203
2000,Idaho,ID,Bear Lake,16007,President,Other,NA,71,2899,20191203
2000,Idaho,ID,Benewah,16009,President,Al Gore,democrat,895,3687,20191203
2000,Idaho,ID,Bingham,16011,President,Ralph Nader,green,74,14465,20191203
2000,Idaho,ID,Blaine,16013,President,Ralph Nader,green,428,7938,20191203
2000,Idaho,ID,Boise,16015,President,Al Gore,democrat,745,3055,20191203
2000,Idaho,ID,Bonner,16017,President,George W. Bush,republican,8945,14537,20191203
2000,Idaho,ID,Bonneville,16019,President,Other,NA,970,33556,20191203
2000,Idaho,ID,Boundary,16021,President,Al Gore,democrat,832,3884,20191203
2000,Idaho,ID,Butte,16023,President,Ralph Nader,green,5,1460,20191203
2000,Idaho,ID,Camas,16025,President,Ralph Nader,green,7,507,20191203
2000,Idaho,ID,Canyon,16027,President,Ralph Nader,green,588,43000,20191203
2000,Idaho,ID,Caribou,16029,President,Other,NA,73,3177,20191203
2000,Idaho,ID,Cassia,16031,President,George W. Bush,republican,5983,7279,20191203
2000,Idaho,ID,Clark,16033,President,Other,NA,7,382,20191203
2000,Idaho,ID,Clearwater,16035,President,Al Gore,democrat,841,3896,20191203
2000,Idaho,ID,Custer,16037,President,Other,NA,76,2330,20191203
2000,Idaho,ID,Elmore,16039,President,Ralph Nader,green,97,6966,20191203
2000,Idaho,ID,Franklin,16041,President,Al Gore,democrat,513,4243,20191203
2000,Idaho,ID,Fremont,16043,President,Al Gore,democrat,699,5088,20191203
2000,Idaho,ID,Gem,16045,President,Ralph Nader,green,45,5983,20191203
2000,Idaho,ID,Gooding,16047,President,Ralph Nader,green,55,5026,20191203
2000,Idaho,ID,Idaho,16049,President,George W. Bush,republican,5806,7452,20191203
2000,Idaho,ID,Jefferson,16051,President,George W. Bush,republican,6480,7836,20191203
2000,Idaho,ID,Jerome,16053,President,George W. Bush,republican,4418,6007,20191203
2000,Idaho,ID,Kootenai,16055,President,George W. Bush,republican,28162,43812,20191203
2000,Idaho,ID,Latah,16057,President,Ralph Nader,green,999,15311,20191203
2000,Idaho,ID,Lemhi,16059,President,Al Gore,democrat,660,3641,20191203
2000,Idaho,ID,Lewis,16061,President,Other,NA,45,1688,20191203
2000,Idaho,ID,Lincoln,16063,President,Other,NA,70,1574,20191203
2000,Idaho,ID,Madison,16065,President,Al Gore,democrat,816,8970,20191203
2000,Idaho,ID,Minidoka,16067,President,George W. Bush,republican,4907,6518,20191203
2000,Idaho,ID,Nez Perce,16069,President,Al Gore,democrat,4995,16021,20191203
2000,Idaho,ID,Oneida,16071,President,Ralph Nader,green,8,1798,20191203
2000,Idaho,ID,Owyhee,16073,President,Other,NA,93,3188,20191203
2000,Idaho,ID,Payette,16075,President,Ralph Nader,green,80,6858,20191203
2000,Idaho,ID,Power,16077,President,Ralph Nader,green,9,2709,20191203
2000,Idaho,ID,Shoshone,16079,President,Ralph Nader,green,92,5385,20191203
2000,Idaho,ID,Teton,16081,President,Al Gore,democrat,720,2671,20191203
2000,Idaho,ID,Twin Falls,16083,President,Other,NA,649,22530,20191203
2000,Idaho,ID,Valley,16085,President,George W. Bush,republican,2548,3978,20191203
2000,Idaho,ID,Washington,16087,President,Al Gore,democrat,980,4070,20191203
2000,Illinois,IL,Adams,17001,President,Ralph Nader,green,371,30109,20191203
2000,Illinois,IL,Alexander,17003,President,Other,NA,49,4022,20191203
2000,Illinois,IL,Bond,17005,President,Other,NA,55,7032,20191203
2000,Illinois,IL,Boone,17007,President,George W. Bush,republican,8617,15523,20191203
2000,Illinois,IL,Brown,17009,President,Ralph Nader,green,29,2660,20191203
2000,Illinois,IL,Bureau,17011,President,George W. Bush,republican,8526,16823,20191203
2000,Illinois,IL,Calhoun,17013,President,Ralph Nader,green,42,2602,20191203
2000,Illinois,IL,Carroll,17015,President,Other,NA,75,7177,20191203
2000,Illinois,IL,Cass,17017,President,Ralph Nader,green,94,5899,20191203
2000,Illinois,IL,Champaign,17019,President,Other,NA,582,74285,20191203
2000,Illinois,IL,Christian,17021,President,George W. Bush,republican,7537,14771,20191203
2000,Illinois,IL,Clark,17023,President,Other,NA,56,7512,20191203
2000,Illinois,IL,Clay,17025,President,Ralph Nader,green,78,6135,20191203
2000,Illinois,IL,Clinton,17027,President,George W. Bush,republican,8588,15427,20191203
2000,Illinois,IL,Coles,17029,President,Al Gore,democrat,8904,20093,20191203
2000,Illinois,IL,Cook,17031,President,Other,NA,8750,1865907,20191203
2000,Illinois,IL,Crawford,17033,President,Other,NA,75,8500,20191203
2000,Illinois,IL,Cumberland,17035,President,Ralph Nader,green,72,4975,20191203
2000,Illinois,IL,DeKalb,17037,President,Other,NA,264,33233,20191203
2000,Illinois,IL,De Witt,17039,President,Other,NA,80,7051,20191203
2000,Illinois,IL,Douglas,17041,President,Other,NA,71,8152,20191203
2000,Illinois,IL,DuPage,17043,President,Ralph Nader,green,8711,364362,20191203
2000,Illinois,IL,Edgar,17045,President,Other,NA,70,8232,20191203
2000,Illinois,IL,Edwards,17047,President,Al Gore,democrat,978,3260,20191203
2000,Illinois,IL,Effingham,17049,President,George W. Bush,republican,9855,14485,20191203
2000,Illinois,IL,Fayette,17051,President,George W. Bush,republican,5200,9338,20191203
2000,Illinois,IL,Ford,17053,President,Other,NA,58,6153,20191203
2000,Illinois,IL,Franklin,17055,President,George W. Bush,republican,8490,19212,20191203
2000,Illinois,IL,Fulton,17057,President,Al Gore,democrat,8940,16277,20191203
2000,Illinois,IL,Gallatin,17059,President,Other,NA,49,3558,20191203
2000,Illinois,IL,Greene,17061,President,Ralph Nader,green,93,5767,20191203
2000,Illinois,IL,Grundy,17063,President,George W. Bush,republican,8709,16584,20191203
2000,Illinois,IL,Hamilton,17065,President,Ralph Nader,green,75,4587,20191203
2000,Illinois,IL,Hancock,17067,President,George W. Bush,republican,5134,9691,20191203
2000,Illinois,IL,Hardin,17069,President,Other,NA,46,2637,20191203
